Título atribuído	Outras remetências de título:	Categorias	Material original	Ano	País	Cidade	Estado	Sinopse	Termos descritores	Descritores secundários	Termos geográficos	Produção	Conteúdo examinado	Fontes utilizadas:	Fontes consultadas:	Observações:
CINE JORNAL BRASILEIRO. V.4, N.053	CINE JORNAL BRASILEIRO. 4x53	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 292m, 24q	1945	BR	Rio de Janeiro	DF	"Novos Reservistas - Rio: Prestam juramento a Bandeira cinco mil jovens dos tiros de guerra do Distrito Federal e Estado do Rio." "Campo Grande-Santa Cruz - Rio: Inaugura-se um novo trecho eletrificado da Central do Brasil."	Exército; Ferrovia; Igreja Católica; Assistência Social; Manifestação; Trabalho; Sindicato	Estrada de Ferro Central do Brasil; Festa da Penha; CPOR - Centro de Preparaçao de Oficiais da Reserva; Queremismo	Rio de Janeiro - DF; Campo Grande - DF; Santa Cruz - DF; Penha, Rio de Janeiro - DF; Escola Alfredo Pinto, Rio de Janeiro - DF; Palacio Guanabara, Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.4, N.054	CINE JORNAL BRASILEIRO. 4x54	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 275m, 24q	1945	BR	Rio de Janeiro	DF	"Festa Militar - Rio: O 4o. Batalhão da Polícia do Distrito Federal celebra o aniversário de sua criação." "Dia do Radioamador - Rio: A solenidade comemorativa promovida pela Liga de Amadores Brasileiros de Radioemissão."	Polícia; Rádio; Igreja Católica	Polícia Militar do Distrito Federal; Batalhão, 4; Dia do Radioamador; Liga de Amadores Brasileiros de Radioemissão; Igreja da Candelária, Rio de Janeiro - DF; Nossa Senhora da Penha; Estádio da Polícia Especial, Rio de Janeiro - DF; Polícia Especial do Distrito Federal	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CENS/II		
CINE JORNAL BRASILEIRO. V.4, N.055	CINE JORNAL BRASILEIRO. 4x55	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 215m, 24q	1945	BR	Rio de Janeiro	DF	"Governo da República - Rio: Em ato realizado no Palácio do Catete, tomam posse os novos Ministros de Estado." "No Estádio Quinze de Novembro - Rio: Festa esportiva em comemoração ao Dia do Funcionário Público."	Solenidade; Governo Federal; Funcionalismo Público; Diplomacia - NL; Guerra Mundial, 2; Condecoração; Aeronáutica; Embarcação	Palácio do Catete, Rio de Janeiro - DF; Ministerio Renovação; Estádio Quinze de Novembro, Rio de Janeiro - DF; Dia do Funcionário Público; Instituto Brasil - Holanda; NL; FEB - Força Expedicionaria Brasileira; FAB - Força Aérea Brasileira; Campo dos Afonsos; Pedro II - Embarcação; IT	Rio de Janeiro - DF; Grajaú, Rio de Janeiro - DF; Santa Cruz - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CENS/II		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais>, segundo Arquivo Nacional/AN. Produzidas 3 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.056	CINE JORNAL BRASILEIRO. 4x56	Cinejornal / Sonoro / Não ficção	35mm, BP, 10min, 278m, 24q	1945	BR	Rio de Janeiro	DF	"Heróis do Brasil na Batalha do Atlântico."	Marinha; Guerra Mundial, 2			Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CENS/II JIMS/OESP		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais> e <Cinédia>, segundo Arquivo Nacional/AN. ^aProduzidas 4 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.057	CINE JORNAL BRASILEIRO. 4x57	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 215m, 24q	1945	BR	Rio de Janeiro	DF	"Apresentação corpo diplomático." "Prêmio Nobel - Gabriela Mistral."	Diplomacia; Embarcação; Desfile; Esporte; Literatura; Prêmio	Prêmio Nobel; Little Rock - embarcação; US; Estádio do Vasco da Gama, Rio de Janeiro - DF; Barbacena - embarcação	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CENS/II JIMS/OESP		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais>, com a produção de 4 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.058	CINE JORNAL BRASILEIRO. 4x58	Cinejornal / Sonoro / Não ficção	35mm, BP, 6min, 180m, 24q	1945	BR	Rio de Janeiro	DF	"Visita do Ministro da Aeronáutica a São Paulo."	São Paulo - SP; Aeronáutica			Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CENS/II Arquivo Nacional/AN		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais>, segundo Arquivo Nacional/AN. Produzidas 4 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.059	CINE JORNAL BRASILEIRO. 4x59	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 236m, 24q	1945	BR	Rio de Janeiro	DF	"Cemitério de São João Batista." "Inaug. I.A.P.C."	Morte; Previdência Social; Ensino; Música	Cemitério de São João Batista, Rio de Janeiro - DF; Instituto de Aposentadoria e Pensões dos Comerciários; FR; Embaixada da França, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CENS/II JIMS/OESP		Revelado e copiado nos laboratórios da <FAN> - Filmes Artísticos Nacionais>, segundo AN. Produzidas 4 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.060	CINE JORNAL BRASILEIRO. 4x60	Cinejornal / Sonoro / Não ficção	35mm, BP, 7min, 223m, 24q	1945	BR	Rio de Janeiro	DF	"O Dia da Justiça - Rio: Realiza-se no automóvel Clube o almoço de confraternização dos juristas." "Na Semana do Marinheiro - Rio: Franqueada ao público a visita aos navios de guerra."	Efeméride; Justiça; EMbarcação; Marinha; Aeronáutica; Exército; Solenidade; Medicina; Artes Plásticas	Automóvel Clube do Brasil, Rio de Janeiro - DF; Dia da Justiça; Semana do Marinheiro; Estado Maior da Aeronáutica; Regimento de Artilharia Montada, 1; Vila Militar; Salão de 1945; Teatro Municipal do Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CENS/II		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais>, segundo AN. Produzidas 3 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.061	CINE JORNAL BRASILEIRO. 4x61	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1945	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CENS/I JIMS/OESP		Cinejornal montado nos estúdios da <Cinédia> S/A, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.062	CINE JORNAL BRASILEIRO. 4x62	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 245m, 24q	1945	BR	Rio de Janeiro	DF	"Homenagem a FEB - Rio: Recepção de gala no Clube Militar." "Almirante Saldanha - Rio: Passeio oferecido pelo Ministério da Marinha a estudantes cariocas."	Clube; Exército; Embarcação; Marinha; Ensino; Exposição; PT; Arte; AR; Futebol; Esporte; Aeronáutica	FEB; Força Expedicionária Brasileira; Clube Militar, Rio de Janeiro - DF; Almirante Saldanha - embarcação; Escola de Moto-Mecanização do Exército, Rio de Janeiro - DF; Palácio da Educação, Rio de Janeiro - DF; Palácio do Catete, Rio de Janeiro - DF; Escola de Aeronáutica, Rio de Janeiro - DF; Copa Roca; Campo dos Afonsos, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	JIMS/OESP Arquivo Nacional/AN		Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais> e montado na <Cinédia> S/A, segundo AN. Produzidas 3 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.063	CINE JORNAL BRASILEIRO. 4x63	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Natal - Rio: Piquenique operário realizado pelo Ministério do Trabalho."	Natal; Aeronáutica; Medicina; Assistência Social; Obra Pública; Ferrovia	Ministério do Trabalho; Intercambio Médico-Militar Brasil-Estados Unidos; US; MG; Estrada de Ferro Central do Brasil; Prefeitura do Distrito Federal; Departamento de Turismo; Palácio do Catete, Rio de Janeiro - DF	Rio de Janeiro - DF; Quinta da Boa Vista, Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB		Montado nos estúdios da <Cinédia> S.A., segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.064	CINE JORNAL BRASILEIRO. 4x64	Cinejornal / Sonoro / Não ficção	35mm, BP, 6min, 193m, 24q	1946	BR	Rio de Janeiro	DF	"Pela Entrada do Ano Novo - Rio: Os cumprimentos do Exército ao Ministro da Guerra." "Marechal Donald Benett: Chega ao Rio uma das grandes figuras da RAF."	Efeméride; Natal; Exército; Visita Estrangeira - UK; Diplomacia - FR; Diplomacia - PT; Filantropia	RAF - Royal Air Force; Ano Novo; Associação de São Marcelo	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB	JMC/PCP	Arquivo Nacional/AN informa que o filme foi revelado, montado e copiado nos laboratórios da Cinédia, com a produção de 4 cópias.
CINE JORNAL BRASILEIRO. V.4, N.065	CINE JORNAL BRASILEIRO. 4x65	Cinejornal / Sonoro / Não ficção	35mm, BP, 9min, 242m, 24q	1946	BR	Rio de Janeiro	DF	"Soluções Sociais e Econômicas - Rio: Oferece-as, ao empossar-se a sua diretoria, a Confederação Nacional do Comércio." "Correspondentes de Guerra - Rio: É conferida a Condecoração de Guerra a jornalistas, cinematografistas e fotógrafos que acompanharam a FEB."	Comércio; Economia; Condecoração; Jornalismo; Cinema; Fotografia; Marinha; Conferência; Exposição; Artes Plásticas; Solenidade; Marinha	Teatro Municipal do Rio de Janeiro - DF; Palácio da Guerra, Rio de Janeiro - DF; Confederação Nacional do Comércio; Palácio da Cultura, Rio de Janeiro - DF; PT; Exposiçao Arte Portuguesa; DNI - Departamento Nacional de Informações; Escola Naval	Rio de Janeiro - DF; AP	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB		Produzidas 5 cópias. Revelado, montado e copiado na <Cinédia> S.A., segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.066	CINE JORNAL BRASILEIRO. 4x66	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 210m, 24q	1946	BR	Rio de Janeiro	DF	"Homenagem - Rio: O embaixador da Itália entrega ao General Mascarenhas o título de Cidadão de Florença." "Contra a Tuberculose - Rio: Inaugurado um pavilhão no Hospital São Sebastião."	Condecoração; Diplomacia - IT; Hospital; Saúde; Rio; Turismo; Marinha; Solenidade; Embarcação	Hospital São Sebastião; Tuberculose; Congresso Brasileiro de Educação Física, 1; Escola Nacional de Educação Física, Rio de Janeiro - DF; Mariz e Barros - embarcação	Rio de Janeiro - DF; Angra dos Reis - DF; Represa Rio D'Ouro, Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB		Revelado, copiado e montado na <Cinédia> S.A., segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.4, N.067	CINE JORNAL BRASILEIRO. 4x67	Cinejornal / Sonoro / Não ficção	35mm, BP, 8min, 237m, 24q	1946	BR	Rio de Janeiro	DF	"Credenciais - Rio: O Presidente da República recebe o Ministro do Líbano no Brasil." "Novos Cardeais - Rio: Antes de sua partida para Roma, são recebidos no Palácio do Catete."	Diplomacia - LB; Igreja Católica; Pintura; Ouro Preto - MG; Agricultura; Ensino; Condecoração; Embarcação; Solenidade; Visita Estrangeira - PT	LB; Roma - IT; Palácio do Catete, Rio de Janeiro - DF; PY; Igreja da Glória, Rio de Janeiro - DF; Irmandade da Igreja da Glória; Sagres-embarcação; PT; GB	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	Arquivo Nacional/AN JIMS/OESP		Revelado, montado e copiado nos laboratórios da <Cinédia> S.A., segundo Arquivo Nacional/AN. Filme perdido, segundo ficha D-330.
CINE JORNAL BRASILEIRO. V.4, N.068	CINE JORNAL BRASILEIRO. 4x68	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"La Guardia no Brasil - Rio: Chegada do popular ex-prefeito de Nova York e Embaixador Especial no Brasil." "Na Guanabara o La Argentina - Rio: A seu bordo o vice-presidente e Embaixador Especial General Pistirini."	Visita estrangeira - US; Diplomacia - US; Embarcação; Visita Estrangeira - AR; Esporte; Hipismo; Turfe; Animal; Banco; Solenidade	Nova York - US; La Argentina - embacação; AR; Prova General Dutra; Jockey Clube, Rio de Janeiro - DF; Grande Premio Embaixadas Especiais; Caixa Economica Federal, Rio de Janeiro - DF; Palacio da Guerra, Rio de Janeiro - DF	Rio de Janeiro - DF; Baía da Guanabara; Petrópolis - RJ	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB		Revelado, montado e copiado nos laboratórios da <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.5, N.001	CINE JORNAL BRASILEIRO. 5x1	Cinejornal / Sonoro / Não ficção	35mm, BP, 13min, 373m, 24q	1946	BR	Rio de Janeiro	DF	"Governo Fluminense - Niterói: Empossa-se o novo interventor comandante Lúcio Meira."	Solenidade		Niterói - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB JIMS/OESP		Revelado, montado e copiado nos laboratórios da <Cinédia> S.A. Produzidas 9 cópias, segundo Arquivo Nacional/AN.
CINE JORNAL BRASILEIRO. V.5, N.002	CINE JORNAL BRASILEIRO. 5x2	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Organiza-se o Governo - Rio: Nomeações de Ministro de Estado no Palácio do Catete." "O Rio tem Novo Prefeito - Rio: No Ministério da Justiça é empossado o engenheiro Hildebrando Góes."	Solenidade; Embarcação; Condecoração; Governo Estadual; Constituição	Palácio do Catete, Rio de Janeiro - DF; Palácio do Itamarati, Rio de Janeiro - DF; La Argentina - embarcação; AR; Gávea, Rio de Janeiro - DF; Palácio Tiradentes, Rio de Janeiro - DF	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	Arquivo Nacional/AN Cinédia/Arquivo		Montado nos estúdios da <Cinédia> S.A.
CINE JORNAL BRASILEIRO. V.5, N.003	CINE JORNAL BRASILEIRO. 5x3	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	JIMS/OESP		
CINE JORNAL BRASILEIRO. V.5, N.004	CINE JORNAL BRASILEIRO. 5x4	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	JIMS/OESP		
CINE JORNAL BRASILEIRO. V.5, N.005	CINE JORNAL BRASILEIRO. 5x5	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	JIMS/OESP		Distribuído pela <D.F.B.> - Distribuidora de Filmes Brasileiros, segundo a fonte.
CINE JORNAL BRASILEIRO. V.5, N.006	CINE JORNAL BRASILEIRO. 5x6	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Os Transportes na Guanabara - Rio: O Ministro da Viação visita os estaleiros e outras instalações desse serviço." "Aeroporto do Calabouço - Rio: Batismo de novos aviões de treinamento destinados a mocidade brasileira."	Indústria; Embarcação; Aviação; Cinema; Solenidade; Governo Estadual; Polícia	Aeroporto do Calabouço; Polícia Militar do Distrito Federal	Rio de Janeiro - DF; Salvador - BA	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB		Filme desaparecido, segundo informações da fonte.
CINE JORNAL BRASILEIRO. V.5, N.007	CINE JORNAL BRASILEIRO. 5x7	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Os Telégrafos do Brasil - Rio: O Ministro da Viação visita a Superintendência do Tráfego e a Estação de Barão de Capanema." "Exercícios Militares - Rio: Guardas-Marinha assistem a uma demonstração contra carros de combate."	Correio; Exército; Marinha; Solenidade; Aeronautica; Polícia	Superintendência do Tráfego; Estação Distribuidora Barão de Capanema; Imprensa Nacional, Rio de Janeiro - DF; FAB - Força Aérea Brasileira; Polícia Militar do Distrito Federal	Rio de Janeiro - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB JIMS/OESP		Documento desaparecido, segundo informação de CB/FB.
CINE JORNAL BRASILEIRO. V.5, N.008	CINE JORNAL BRASILEIRO. 5x8	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado JIMS/OESP		
CINE JORNAL BRASILEIRO. V.5, N.009	CINE JORNAL BRASILEIRO. 5x9	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF					Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	JIMS/OESP Arquivo Nacional/AN		
CINE JORNAL BRASILEIRO. V.5, N.010	CINE JORNAL BRASILEIRO. 5x10	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Imprensa e o Governo - Rio: Homenageado o jornalista José Vitorino diretor do serviço de imprensa do Catete." "O Maior Avião Comercial do Brasil - Rio: Chega o Lockheed Constellation."	Jornalismo; Aviação; Praia	Palácio do Catete, Rio de Janeiro - DF; Avião Constellation	Rio de Janeiro - DF; Salvador - BA; Praia de Itapoã, Salvador - BA	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB JIMS/OESP		Negativo de imagem desaparecido, segundo informação de CB/FB. Distribuído pela <D.F.B.> - Distribuidora de Filmes Brasileiros, segundo JIMS/OESP.
CINE JORNAL BRASILEIRO. V.5, N.011	CINE JORNAL BRASILEIRO. 5x11	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Conferência - Rio: A convite do diretório local do PSD o Chefe da Polícia pronuncia uma conferência em Inhaúma." "San Martin - Rio: A embaixada argentina comemora o 128§ aniversário da batalha de Maipú, herói deste memorável fato."	Conferência; Efeméride; Trabalho; Solenidade; Diplomacia -UY; Embarcação; Marinha	Inhaúma, Rio de Janeiro - DF; PSD - Partido Social Democratico - Diretório de Inhaúma; Embaixada Argentina, Rio de Janeiro - DF; San Martin; Aniversario Batalha de Maipu, 128; DNI - Departamento Nacional de Informaçöes; Divisao de Turismo; UY; Assembléia Nacional Constituinte	Rio de Janeiro - DF; Santos - SP	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB JIMS/OESP		Os negativos de som e imagem deste filme foram perdidos, segundo CB/FB.
CINE JORNAL BRASILEIRO. V.5, N.012	CINE JORNAL BRASILEIRO. 5x12	Cinejornal / Sonoro / Não ficção	35mm, BP, 24q	1946	BR	Rio de Janeiro	DF	"Um Velho Hospital de Caridade - Rio: Visita presidencial a Santa Casa." "Frigorífico para Frutas - Rio: Pronto para servir a seus fins este importante melhoramento."	Solenidade; Assistência Social; Hospital; Horticultura; Morte; Monumento; Rádio; Rio; Turismo	Santa Casa de Misericórdia, Rio de Janeiro - DF; Túmulo Francisco Braga, Rio de Janeiro - DF; Congresso Brasileiro de Radiodifusao, 1; Monumentos Estatua da amizade, Petrópolis - DF; Congresso Brasileiro de Radiodifusao, 1; Assembléia Nacional Constituinte; Palacio do Itamarati, Rio de Janeiro - DF	Rio de Janeiro - DF; Petrópolis - DF; Araruamã - DF	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	N	CB/FB		Filme desaparecido, segundo a fonte utilizada.
CINE JORNAL BRASILEIRO. V.5, N.013	CINE JORNAL BRASILEIRO. 5x13	Cinejornal / Sonoro / Não ficção	35mm, BP, 6min, 208m, 24q	1946	BR	Rio de Janeiro	DF	"As Comemorações do Centenário de Saldanha da Gama."	Efeméride	Ferrovias; Marinha; Monumento; Hospital; Campos; Praça Sao Salvador; Grupo Escolar Saldanha da Gama; Patronato de Menores; Estrada de Ferro Leopoldina; Centenario Nascimento Saldanha da Gama; Clube Naval	Rio de Janeiro - DF; Rio Paraíba - localidade	Companhia(s) produtora(s): DNI - Departamento Nacional de Informações	S	Material examinado CB/FB		Provavelmente Cine Jornal Brasileiro embora a fonte CB/FB o considere como <Cine Jornal Informativo>. Revelado e copiado nos laboratórios da <FAN> - <Filmes Artísticos Nacionais>, segundo Arquivo Nacional/AN.
